reference_dossier;age;taux_presence_pct;heures_lms_total;retards_rendus;nb_devoirs_total;nb_devoirs_rendus;messages_forum;nb_ue_total;motivation;satisfaction;sentiment_appartenance;mention_bac;filiere;bac_type
COH2027-0827;20;59,7 %;41,0;3;10;9;0;6;4;4;2;Bien;Informatique;Général
COH2027-0828;17;55,4 %;14,9;6;12;12;3;6;1;3;;;Droit;Technologique
COH2027-0829;23;68,9 %;24,9;7;12;9;4;6;3;3;2;Assez bien;Informatique;Technologique
COH2027-0830;18;50,0 %;15,2;4;10;9;2;5;3;1;3;Bien;Informatique;Général
COH2027-0831;18;79,9 %;29,8;7;13;12;2;6;1;3;1;Passable;Informatique;Professionnel
COH2027-0832;23;59,3 %;16,7;8;8;8;8;6;3;2;4;Très bien;Informatique;Général
COH2027-0833;17;45,0 %;8,1;6;8;6;1;6;4;;1;Très bien;Psychologie;Technologique
COH2027-0834;24;61,0 %;11,0;7;11;9;3;5;4;2;1;Bien;STAPS;Général
COH2027-0835;17;76,0 %;39,9;3;8;8;11;6;4;3;3;Passable;Informatique;Général
COH2027-0836;17;60,5 %;29,6;5;12;10;4;6;3;2;2;Assez bien;Informatique;Technologique
COH2027-0837;23;48,4 %;8,6;7;12;7;0;5;1;1;1;Passable;Informatique;Général
COH2027-0838;18;56,5 %;6,8;8;13;8;1;6;1;1;2;Passable;Informatique;Général
COH2027-0839;21;66,7 %;19,9;3;9;9;1;5;2;4;3;;Informatique;Général
COH2027-0840;26;54,7 %;15,2;6;9;7;6;6;3;2;1;Passable;Informatique;Technologique
COH2027-0841;21;70,1 %;30,6;6;9;9;5;6;3;4;3;Bien;Biologie;Général
COH2027-0842;20;45,6 %;4,8;5;9;5;0;6;1;1;1;Assez bien;Gestion;Général
COH2027-0843;21;74,2 %;33,0;4;9;8;4;6;3;3;1;Bien;Informatique;Technologique
COH2027-0844;19;48,7 %;23,1;9;11;9;5;6;3;;3;Passable;Gestion;Général
COH2027-0845;19;73,7 %;28,2;7;8;7;5;6;4;4;1;Assez bien;Informatique;Général
COH2027-0846;24;53,5 %;24,6;8;9;8;2;7;2;1;3;Très bien;Gestion;Général
COH2027-0847;21;67,0 %;17,9;9;9;9;2;5;4;1;1;Passable;Psychologie;Général
COH2027-0848;19;50,2 %;33,6;5;8;7;2;5;3;3;1;Passable;Gestion;Général
COH2027-0849;21;76,7 %;13,8;5;8;8;7;7;4;3;3;Passable;Informatique;Général
COH2027-0850;22;48,4 %;11,6;7;10;7;3;6;1;2;1;Passable;Informatique;Technologique
COH2027-0851;20;35,7 %;24,9;8;12;8;4;5;;2;2;Passable;Lettres;Professionnel
COH2027-0852;19;70,2 %;22,6;4;10;10;4;6;2;3;4;Assez bien;Lettres;Technologique
COH2027-0853;19;52,4 %;38,5;6;8;6;4;5;3;2;1;Passable;STAPS;Général
COH2027-0854;20;44,2 %;14,6;7;8;7;2;7;2;4;1;Assez bien;Biologie;Général
COH2027-0855;18;56,0 %;26,6;8;9;8;3;5;1;3;2;Bien;Informatique;Général
COH2027-0856;22;67,5 %;35,9;4;13;12;2;7;3;2;3;Assez bien;Mathématiques;Technologique
COH2027-0857;21;52,1 %;15,6;9;10;9;3;5;3;1;;Passable;Informatique;Général
COH2027-0858;18;76,3 %;27,6;5;9;8;7;6;2;2;1;Passable;Informatique;Professionnel
COH2027-0859;20;44,8 %;12,9;6;11;10;2;6;2;4;2;Assez bien;Psychologie;Professionnel
COH2027-0860;20;54,5 %;11,2;8;12;9;3;6;1;1;1;Bien;Informatique;Professionnel
COH2027-0861;23;69,1 %;28,0;3;8;8;8;6;3;2;3;Bien;Psychologie;Technologique
COH2027-0862;22;49,6 %;21,8;5;8;5;1;6;3;2;3;;Informatique;Technologique
COH2027-0863;19;70,7 %;16,8;7;13;13;6;5;4;4;1;Très bien;Informatique;Technologique
COH2027-0864;22;52,1 %;14,1;7;12;11;4;6;2;2;;Assez bien;Informatique;Technologique
COH2027-0865;20;54,4 %;26,8;5;13;10;0;5;3;3;1;Passable;Gestion;Technologique
COH2027-0866;19;49,7 %;7,0;8;13;10;1;6;2;2;1;Passable;Informatique;Technologique
COH2027-0867;20;26,5 %;0,0;4;8;4;0;5;1;1;1;Passable;Informatique;Professionnel
COH2027-0868;24;74,1 %;19,9;4;10;10;5;5;2;3;3;Bien;Gestion;Technologique
COH2027-0869;24;61,0 %;18,3;7;10;9;2;6;2;2;2;Passable;Informatique;Général
COH2027-0870;21;60,2 %;25,9;6;8;6;3;7;2;2;3;Bien;Informatique;Général
COH2027-0871;22;50,2 %;8,8;8;12;8;0;7;1;1;1;Très bien;Psychologie;Technologique
COH2027-0872;20;66,6 %;37,8;7;8;7;6;6;4;2;2;Bien;Droit;Général
COH2027-0873;18;58,1 %;13,2;7;11;7;2;6;2;1;2;Passable;Informatique;Général
COH2027-0874;24;73,4 %;46,1;3;8;8;2;5;4;3;4;Assez bien;Biologie;Général
COH2027-0875;19;52,2 %;32,5;8;11;8;6;6;2;2;2;Bien;Informatique;Général
COH2027-0876;19;58,4 %;5,6;9;11;9;1;6;1;1;2;Assez bien;Gestion;Général
COH2027-0877;18;56,7 %;6,2;5;11;10;1;6;1;2;2;Assez bien;Informatique;Technologique
COH2027-0878;17;76,4 %;44,3;3;13;13;6;7;3;4;4;Bien;Informatique;Général
COH2027-0879;22;57,3 %;22,8;9;11;9;3;5;2;1;2;Passable;Informatique;Général
COH2027-0880;20;44,5 %;15,2;9;12;10;1;5;2;1;1;Bien;STAPS;Technologique
COH2027-0881;20;40,0 %;4,9;6;8;6;1;7;1;3;1;Très bien;Biologie;Général
COH2027-0882;19;39,8 %;8,4;9;12;9;2;7;2;1;1;Bien;Informatique;Général
COH2027-0883;19;52,7 %;34,1;9;12;11;1;7;4;4;2;Très bien;Mathématiques;Général
COH2027-0884;24;43,2 %;33,2;6;8;7;2;7;2;2;2;Passable;Informatique;Professionnel
COH2027-0885;22;58,6 %;28,6;10;13;10;2;6;1;2;;Bien;Lettres;Général
COH2027-0886;19;70,6 %;52,0;5;11;11;8;7;4;4;2;Bien;Droit;Général
COH2027-0887;20;53,4 %;16,4;7;13;9;2;6;4;1;1;Bien;Informatique;Général
COH2027-0888;19;59,8 %;19,9;6;9;9;2;5;4;3;3;Passable;Psychologie;Général
COH2027-0889;19;69,4 %;14,9;7;8;8;5;7;3;2;2;Bien;Gestion;Général
COH2027-0890;21;47,9 %;0,2;10;13;10;0;6;1;1;1;Passable;Informatique;Général
COH2027-0891;25;60,2 %;30,4;7;9;7;1;6;1;3;2;Passable;Mathématiques;Professionnel
COH2027-0892;20;47,6 %;21,4;9;10;9;1;5;1;;3;Passable;Informatique;Général
COH2027-0893;19;62,8 %;25,1;6;10;10;3;7;2;3;3;Assez bien;Informatique;Technologique
COH2027-0894;19;51,8 %;20,6;6;10;9;2;7;2;1;;Passable;Informatique;Professionnel
COH2027-0895;24;61,9 %;7,4;5;8;5;3;5;2;2;3;Assez bien;Gestion;Professionnel
COH2027-0896;21;57,6 %;29,0;11;13;11;5;6;3;1;1;Passable;Droit;Général
COH2027-0897;22;75,1 %;25,1;4;10;10;9;5;3;3;;Assez bien;Droit;Général
COH2027-0898;20;61,9 %;26,8;7;9;9;5;6;4;4;1;Passable;Gestion;Général
COH2027-0899;18;49,0 %;4,5;6;11;7;1;7;1;2;2;Très bien;Informatique;Général
COH2027-0900;19;50,8 %;21,1;7;12;10;3;6;2;2;3;;Psychologie;Général
COH2027-0901;19;41,4 %;36,4;9;13;12;2;7;;1;2;Passable;Informatique;Général
COH2027-0902;23;54,4 %;19,6;6;10;8;2;6;2;;1;Assez bien;Lettres;Général
COH2027-0903;20;36,8 %;3,0;6;10;6;1;7;1;1;1;Assez bien;Informatique;Technologique
COH2027-0904;18;79,3 %;33,9;7;12;12;4;6;4;4;4;Très bien;Droit;Technologique
COH2027-0905;22;63,6 %;24,1;7;11;7;2;5;2;2;1;Très bien;Droit;Professionnel
COH2027-0906;18;65,7 %;57,8;5;10;10;4;6;3;4;2;Bien;Informatique;Technologique
COH2027-0907;19;75,6 %;51,7;4;13;13;6;6;4;2;2;Assez bien;Informatique;Général
COH2027-0908;20;78,6 %;23,4;4;11;10;6;6;;3;3;Passable;Informatique;Général
COH2027-0909;18;41,4 %;4,3;8;11;8;0;6;1;2;1;Passable;Informatique;Général
COH2027-0910;18;73,2 %;40,0;4;9;7;9;6;3;3;2;Très bien;Informatique;Général
COH2027-0911;21;54,8 %;21,8;4;9;6;4;5;3;3;4;Passable;Informatique;Professionnel
COH2027-0912;23;25,6 %;0,0;7;13;7;0;5;1;1;1;Assez bien;Informatique;Général
COH2027-0913;19;66,3 %;38,1;4;11;9;2;5;1;2;1;Assez bien;Mathématiques;Général
COH2027-0914;21;50,3 %;8,2;5;8;7;3;5;1;1;1;Bien;Informatique;Professionnel
COH2027-0915;17;49,9 %;18,9;7;9;7;2;6;2;4;2;Bien;Biologie;Général
COH2027-0916;20;66,1 %;19,4;9;12;10;1;5;4;2;1;Bien;Gestion;Général
COH2027-0917;18;68,5 %;32,1;4;8;7;7;5;3;2;1;;Droit;Général
COH2027-0918;18;52,1 %;27,6;7;9;7;1;5;2;2;1;Passable;Informatique;Technologique
COH2027-0919;18;54,0 %;9,6;6;8;6;1;7;1;2;1;Passable;Informatique;Général
COH2027-0920;19;79,9 %;21,1;3;12;10;9;6;4;2;2;Bien;STAPS;Général
COH2027-0921;20;75,4 %;37,0;5;12;12;9;7;4;4;4;Passable;Informatique;Général
COH2027-0922;17;47,0 %;11,5;5;8;5;0;7;1;1;1;Bien;Informatique;Général
COH2027-0923;19;48,8 %;15,8;5;9;5;0;5;2;1;1;Assez bien;Gestion;Général
COH2027-0924;19;78,0 %;50,5;4;11;11;12;6;3;4;4;Assez bien;Informatique;Technologique
COH2027-0925;24;60,4 %;2,8;7;10;7;0;6;2;1;1;Passable;Biologie;Professionnel
COH2027-0926;18;61,2 %;25,2;4;11;8;1;6;2;2;2;Passable;Informatique;Général
COH2027-0927;21;57,2 %;14,3;7;11;7;0;6;1;1;2;Assez bien;Mathématiques;Général
COH2027-0928;20;46,5 %;10,3;7;10;7;1;6;2;1;3;Passable;Gestion;Général
COH2027-0929;20;37,7 %;14,5;7;11;9;0;7;1;2;1;Assez bien;Informatique;Général
COH2027-0930;18;39,6 %;4,8;6;13;6;1;6;1;2;1;Bien;Droit;Technologique
COH2027-0931;17;66,0 %;23,6;7;12;10;8;6;4;1;2;Très bien;Informatique;Général
COH2027-0932;21;61,2 %;23,9;7;8;7;3;5;3;3;2;Assez bien;Gestion;Général
COH2027-0933;19;41,6 %;9,4;4;8;4;0;7;1;;1;Passable;Informatique;Professionnel
COH2027-0934;24;46,0 %;9,4;6;8;6;0;5;1;1;3;Assez bien;Gestion;Général
COH2027-0935;21;77,2 %;6,8;7;12;12;3;5;1;;2;Passable;Informatique;Général
COH2027-0936;20;54,7 %;19,4;7;10;8;1;7;1;3;1;Assez bien;Biologie;Général
COH2027-0937;19;38,9 %;4,8;6;12;9;3;6;3;1;1;;Informatique;Général
COH2027-0938;21;77,8 %;26,4;5;10;10;3;6;4;1;4;Passable;STAPS;Général
COH2027-0939;20;36,6 %;15,8;6;8;6;2;7;3;;2;Passable;Informatique;Général
COH2027-0940;20;72,7 %;39,5;4;13;13;12;6;4;3;;Assez bien;Biologie;Général
COH2027-0941;20;53,9 %;17,1;10;12;10;0;5;2;2;1;Passable;Biologie;Général
COH2027-0942;19;42,1 %;39,7;6;11;10;0;7;2;3;2;Assez bien;Biologie;Technologique
COH2027-0943;20;44,7 %;9,4;8;11;8;0;5;2;1;1;Passable;Informatique;Général
COH2027-0944;19;39,9 %;23,9;7;12;9;1;7;2;2;;Très bien;Droit;Général
COH2027-0945;20;44,0 %;18,6;7;8;7;4;7;;1;2;Bien;Informatique;Professionnel
COH2027-0946;19;76,1 %;19,1;5;12;12;4;5;4;4;3;Passable;Informatique;Technologique
COH2027-0947;18;55,5 %;11,6;5;9;5;2;5;3;1;2;Passable;Biologie;Technologique
COH2027-0948;20;31,6 %;4,5;6;9;6;0;7;1;;1;Très bien;Informatique;Professionnel
COH2027-0949;20;54,7 %;19,4;7;10;8;1;7;1;3;1;Assez bien;Biologie;Général
COH2027-0950;23;36,0 %;8,7;6;11;6;0;6;2;3;;Assez bien;Lettres;Professionnel
COH2027-0951;21;71,0 %;12,8;6;10;8;6;5;3;1;2;Passable;STAPS;Général
COH2027-0952;18;77,3 %;18,9;6;8;8;6;6;2;3;4;Passable;Lettres;Général
COH2027-0953;19;53,0 %;5,5;5;11;9;4;6;3;4;1;Passable;Informatique;Général
COH2027-0954;18;67,9 %;39,9;6;13;11;8;7;3;3;4;Passable;Psychologie;Technologique
COH2027-0955;18;65,3 %;20,4;3;13;13;2;6;2;3;2;Passable;Informatique;Général
COH2027-0956;24;51,5 %;31,8;5;10;8;3;6;2;1;4;Bien;Psychologie;Général
COH2027-0957;18;57,7 %;18,8;4;11;8;4;5;1;3;;Passable;Droit;Technologique
COH2027-0958;18;56,6 %;16,4;8;12;9;3;5;2;1;3;Très bien;Biologie;Général
COH2027-0959;18;56,7 %;15,9;8;10;8;1;5;2;1;3;Passable;Informatique;Technologique
COH2027-0960;22;62,7 %;10,6;6;8;6;3;5;2;4;2;Très bien;Informatique;Technologique
COH2027-0961;18;69,2 %;20,2;8;12;10;3;6;4;1;;Assez bien;Informatique;Général
COH2027-0962;21;70,2 %;32,1;6;8;6;6;6;3;2;2;Assez bien;STAPS;Technologique
COH2027-0963;21;77,7 %;33,4;5;11;11;12;6;4;3;4;Bien;Informatique;Technologique
COH2027-0964;19;66,6 %;15,3;7;13;10;6;5;4;4;;Passable;Informatique;Technologique
COH2027-0965;20;66,2 %;8,4;7;9;7;4;6;3;2;3;Assez bien;STAPS;Général
COH2027-0966;23;79,2 %;33,3;4;11;11;5;5;3;4;4;Très bien;Informatique;Général
COH2027-0967;21;42,1 %;21,4;7;9;7;0;6;2;1;1;Bien;Informatique;Général
COH2027-0968;19;55,4 %;31,8;7;12;11;1;6;3;1;2;Très bien;Biologie;Général
COH2027-0969;20;51,3 %;13,4;5;10;5;4;5;2;2;1;Assez bien;Informatique;Général
COH2027-0970;21;64,4 %;41,5;3;13;13;6;5;3;3;3;Assez bien;Informatique;Général
COH2027-0971;20;77,9 %;30,2;9;9;9;4;6;3;3;2;;STAPS;Général
COH2027-0972;22;54,2 %;29,1;6;13;11;6;5;1;;3;Passable;Gestion;Général
COH2027-0973;19;52,7 %;34,1;9;12;11;1;7;4;4;2;Très bien;Mathématiques;Général
COH2027-0974;19;58,8 %;14,8;4;11;9;1;7;4;2;2;Passable;Mathématiques;Général
COH2027-0975;24;65,6 %;14,3;5;12;9;3;6;;4;1;Passable;STAPS;Général
COH2027-0976;23;53,7 %;20,6;7;10;7;0;6;2;2;1;Passable;Informatique;Technologique
COH2027-0977;21;61,5 %;7,0;7;11;7;0;6;1;2;1;;Gestion;Technologique
COH2027-0978;18;50,3 %;10,0;6;8;7;0;7;1;;1;Passable;Lettres;Technologique
COH2027-0979;20;53,3 %;28,6;8;10;8;1;6;2;1;3;Assez bien;Lettres;Général
COH2027-0980;23;74,5 %;15,7;8;8;8;8;6;3;3;3;Assez bien;Informatique;Général
COH2027-0981;19;79,9 %;21,1;3;12;10;9;6;4;2;2;Bien;STAPS;Général
COH2027-0982;17;63,1 %;17,4;9;12;10;7;6;3;;2;Très bien;Gestion;Technologique
COH2027-0983;19;65,4 %;29,9;4;8;8;4;7;4;3;4;Assez bien;Droit;Général
COH2027-0984;20;74,3 %;27,9;6;9;8;3;7;4;3;2;Très bien;Informatique;Général
COH2027-0985;21;67,0 %;17,9;9;9;9;2;5;4;1;1;Passable;Psychologie;Général
COH2027-0986;18;63,0 %;10,2;9;13;10;0;6;;2;2;Assez bien;Biologie;Général
COH2027-0987;17;64,2 %;17,9;4;10;10;5;5;3;2;2;Passable;STAPS;Professionnel
COH2027-0988;18;69,0 %;53,8;4;10;10;6;6;3;4;2;Assez bien;Psychologie;Général
COH2027-0989;18;64,6 %;6,1;10;12;10;0;7;1;1;1;Passable;Psychologie;Professionnel
COH2027-0990;19;63,2 %;31,9;4;9;8;4;6;2;3;3;Assez bien;Mathématiques;Général
COH2027-0991;20;48,2 %;23,4;5;10;5;4;6;3;2;3;Bien;Gestion;Technologique
COH2027-0992;21;61,4 %;14,9;8;13;11;1;6;1;1;;Passable;Informatique;Général
COH2027-0993;21;59,7 %;19,7;7;11;9;3;5;;2;2;Assez bien;Informatique;Professionnel
COH2027-0994;19;77,8 %;32,7;3;8;7;2;6;1;2;2;Bien;Mathématiques;Général
COH2027-0995;17;71,0 %;35,4;5;9;9;0;6;2;3;4;Assez bien;Informatique;Professionnel
COH2027-0996;25;60,2 %;30,4;7;9;7;1;6;1;3;2;Passable;Mathématiques;Professionnel
COH2027-0997;20;59,4 %;22,6;7;13;10;6;5;2;3;2;Passable;Droit;Général
COH2027-0998;21;45,6 %;12,3;8;11;8;0;7;1;2;1;Passable;Psychologie;Technologique
COH2027-0999;20;52,8 %;21,4;6;10;6;0;6;1;2;1;Passable;Informatique;Général
COH2027-1000;21;58,4 %;23,4;3;8;8;8;6;3;4;2;Passable;Informatique;Général
COH2027-1001;22;55,2 %;19,6;8;9;8;0;5;3;4;1;Assez bien;Informatique;Technologique
COH2027-1002;21;64,6 %;18,4;7;11;11;9;6;3;4;2;Passable;Lettres;Général
COH2027-1003;19;64,3 %;30,1;7;8;7;1;5;1;3;2;Bien;Informatique;Technologique
COH2027-1004;18;69,8 %;10,1;9;13;10;2;6;2;3;1;Passable;STAPS;Général
COH2027-1005;22;74,4 %;23,6;7;13;11;4;5;2;4;2;Bien;STAPS;Général
COH2027-1006;19;64,8 %;22,5;8;8;8;2;6;3;2;4;Assez bien;Psychologie;Général
COH2027-1007;22;53,5 %;11,8;4;8;5;3;7;1;3;2;Passable;Informatique;Général
COH2027-1008;17;50,6 %;23,5;7;8;7;3;5;3;1;2;Passable;STAPS;Professionnel
COH2027-1009;18;57,3 %;14,5;8;10;8;4;6;3;3;1;Assez bien;STAPS;Technologique
COH2027-1010;20;55,8 %;22,1;4;10;9;7;5;4;2;1;Assez bien;Informatique;Professionnel
COH2027-1011;20;59,8 %;17,1;10;13;10;5;5;;2;1;Bien;Informatique;Général
COH2027-1012;19;66,8 %;11,8;6;9;6;0;6;1;2;1;Bien;Informatique;Technologique
COH2027-1013;20;44,8 %;12,9;6;11;10;2;6;2;4;2;Assez bien;Informatique;Professionnel
COH2027-1014;20;32,8 %;9,3;5;8;5;0;6;2;2;1;Assez bien;Gestion;Général
COH2027-1015;19;72,6 %;35,5;8;9;8;3;5;3;2;1;Bien;Informatique;Général
COH2027-1016;20;54,5 %;11,2;8;12;9;3;6;1;1;1;Bien;Informatique;Professionnel
COH2027-1017;22;70,5 %;35,4;5;11;10;4;6;4;4;3;Assez bien;Psychologie;Général
COH2027-1018;17;73,3 %;39,9;7;12;10;10;6;4;2;4;Assez bien;Mathématiques;Général
COH2027-1019;19;67,5 %;11,8;5;9;9;6;6;3;4;;Bien;STAPS;Général
COH2027-1020;19;50,2 %;33,6;5;8;7;2;5;3;3;1;Passable;Informatique;Général
COH2027-1021;19;47,6 %;34,9;7;10;8;1;6;2;2;3;Passable;Psychologie;Général
COH2027-1022;21;34,0 %;13,8;7;12;7;0;6;1;2;1;;Informatique;Général
COH2027-1023;21;45,6 %;11,8;7;11;7;2;7;1;1;2;Passable;STAPS;Professionnel
COH2027-1024;21;47,8 %;14,7;9;10;9;0;6;1;4;1;Passable;STAPS;Général
COH2027-1025;23;42,8 %;24,6;6;12;9;0;5;1;1;4;Passable;Informatique;Technologique
COH2027-1026;21;48,0 %;5,1;7;13;8;0;7;1;1;2;Assez bien;Psychologie;Professionnel
COH2027-1027;20;57,6 %;10,3;8;9;8;1;7;2;1;3;Passable;Informatique;Général
COH2027-1028;21;41,9 %;17,4;8;10;8;3;6;2;2;2;Passable;Informatique;Général
COH2027-1029;18;73,2 %;18,6;6;10;8;4;6;2;2;2;Très bien;Informatique;Général
COH2027-1030;22;53,7 %;22,0;7;10;7;3;7;2;1;2;Très bien;Biologie;Général
COH2027-1031;17;52,7 %;17,2;7;10;7;4;6;2;2;1;Bien;Lettres;Général
COH2027-1032;19;51,6 %;20,1;5;11;8;0;6;2;2;;Passable;Biologie;Général
COH2027-1033;20;58,2 %;13,1;6;13;9;2;7;3;3;2;Très bien;Informatique;Général
COH2027-1034;18;79,6 %;41,9;4;10;8;8;6;4;2;3;Assez bien;Biologie;Général
COH2027-1035;22;74,4 %;49,0;3;12;12;12;7;4;3;2;Très bien;Informatique;Général
COH2027-1036;20;66,0 %;35,0;7;12;8;6;6;2;2;1;Très bien;Informatique;Professionnel
COH2027-1037;21;52,0 %;16,4;5;9;5;0;5;1;3;1;Bien;Mathématiques;Général
COH2027-1038;18;48,3 %;27,2;9;12;12;3;6;3;2;1;Assez bien;Droit;Technologique
COH2027-1039;18;32,4 %;0,0;4;8;4;0;7;2;1;;Assez bien;Informatique;Technologique
COH2027-1040;21;63,4 %;23,9;9;12;10;2;6;4;2;2;Assez bien;Gestion;Général
COH2027-1041;19;78,0 %;54,0;6;9;9;6;6;4;4;1;Passable;Informatique;Technologique
COH2027-1042;24;70,4 %;17,2;5;11;10;6;6;4;4;4;Passable;Droit;Général
COH2027-1043;20;66,6 %;5,2;8;11;8;3;6;4;2;1;;Gestion;Général
COH2027-1044;19;62,8 %;24,9;6;10;6;2;6;1;3;3;Très bien;Informatique;Technologique
COH2027-1045;21;53,4 %;12,9;9;10;9;5;6;3;2;2;Assez bien;Informatique;Général
COH2027-1046;18;59,4 %;22,8;6;8;6;1;6;2;2;1;Passable;Informatique;Général
COH2027-1047;21;75,2 %;29,2;6;11;10;5;6;4;4;1;Assez bien;Informatique;Général
COH2027-1048;22;79,2 %;46,0;4;11;11;8;5;3;2;1;Assez bien;Droit;Général
COH2027-1049;19;47,1 %;11,8;5;12;5;0;6;1;2;2;Passable;STAPS;Technologique
COH2027-1050;21;51,4 %;12,6;6;8;6;5;7;4;1;3;Passable;Informatique;Général
COH2027-1051;17;74,6 %;21,6;4;12;11;4;5;3;2;3;Assez bien;Informatique;Technologique
COH2027-1052;17;62,9 %;27,4;7;9;7;2;6;1;1;1;Passable;Informatique;Technologique
COH2027-1053;21;79,8 %;23,1;5;9;8;10;6;4;3;3;Bien;Lettres;Général
COH2027-1054;23;58,4 %;11,9;4;12;8;3;5;2;3;3;Bien;Informatique;Général
COH2027-1055;20;66,9 %;39,0;3;13;12;3;5;3;4;4;Passable;Informatique;Technologique
COH2027-1056;20;75,1 %;8,1;8;11;8;2;7;2;4;1;Passable;Gestion;Général
COH2027-1057;18;34,1 %;0,0;7;11;7;0;6;2;1;1;Bien;Psychologie;Général
COH2027-1058;19;31,2 %;4,8;5;9;5;0;5;1;1;2;Passable;Gestion;Général
COH2027-1059;18;57,0 %;32,7;7;9;7;7;5;4;3;2;Passable;Psychologie;Général
COH2027-1060;20;49,2 %;7,2;6;9;6;0;6;2;1;1;Bien;Informatique;Technologique
COH2027-1061;20;37,1 %;10,8;7;9;7;1;6;1;1;1;Bien;STAPS;Technologique
COH2027-1062;21;67,6 %;10,6;7;13;11;6;7;3;4;;Assez bien;Informatique;Général
COH2027-1063;18;64,4 %;32,5;3;9;8;6;7;2;3;2;Très bien;Informatique;Technologique
COH2027-1064;19;71,1 %;30,6;4;10;9;7;6;1;3;4;Passable;Informatique;Général
COH2027-1065;17;58,5 %;8,7;7;10;8;5;6;1;4;2;;Mathématiques;Professionnel
COH2027-1066;18;50,6 %;13,2;7;11;10;3;5;1;2;3;Assez bien;Informatique;Professionnel
COH2027-1067;23;43,7 %;7,9;9;11;9;0;5;2;2;1;Très bien;Droit;Général
COH2027-1068;23;59,8 %;26,9;6;9;6;1;6;2;1;3;Passable;Biologie;Général
COH2027-1069;21;67,8 %;7,8;5;10;7;1;6;1;2;2;Assez bien;Psychologie;Professionnel
COH2027-1070;18;47,5 %;10,1;10;12;11;1;6;3;2;1;Passable;STAPS;Général
COH2027-1071;21;36,7 %;16,3;6;9;6;0;6;1;2;1;Passable;Gestion;Professionnel
COH2027-1072;19;49,4 %;3,7;6;9;6;1;7;2;4;;Passable;STAPS;Général
COH2027-1073;20;72,2 %;16,0;4;11;10;6;6;4;4;2;Passable;Biologie;Général
COH2027-1074;18;56,3 %;28,3;7;10;10;2;6;3;4;1;Assez bien;Informatique;Général
COH2027-1075;19;60,6 %;27,7;3;13;13;9;6;3;;4;Assez bien;Informatique;Technologique
COH2027-1076;23;48,4 %;8,6;7;12;7;0;5;1;1;1;Passable;Informatique;Général
COH2027-1077;24;54,9 %;2,9;9;11;9;0;7;1;3;1;Passable;Lettres;Général
COH2027-1078;19;64,5 %;29,1;5;13;13;5;5;4;4;3;Très bien;Mathématiques;Technologique
COH2027-1079;19;53,6 %;3,6;8;13;8;1;6;1;2;4;Bien;Informatique;Professionnel
COH2027-1080;21;59,6 %;13,8;5;11;9;1;6;3;3;2;Passable;Psychologie;Général
COH2027-1081;19;39,7 %;6,3;8;12;8;1;6;1;4;;Passable;Informatique;Technologique
COH2027-1082;18;59,0 %;27,5;6;9;9;3;6;2;4;2;Passable;Informatique;Général
COH2027-1083;20;29,5 %;2,1;7;10;7;0;7;1;1;1;Passable;Droit;Général
COH2027-1084;18;57,1 %;19,1;3;8;7;5;6;3;3;3;Assez bien;Psychologie;Général
COH2027-1085;18;78,0 %;44,5;3;13;12;12;6;3;2;3;Passable;Gestion;Technologique
COH2027-1086;17;25,2 %;6,5;7;10;7;0;6;2;1;1;;Gestion;Général
COH2027-1087;18;55,5 %;28,4;8;8;8;2;7;3;1;1;Bien;Lettres;Technologique
COH2027-1088;17;51,6 %;30,6;9;11;9;2;7;1;3;2;Assez bien;Informatique;Général
COH2027-1089;18;60,3 %;22,6;6;13;12;1;5;4;2;1;Passable;Informatique;Général
COH2027-1090;19;44,7 %;8,2;6;10;6;0;7;2;2;1;Assez bien;Informatique;Général
COH2027-1091;18;77,7 %;16,4;6;9;6;4;7;3;1;1;Très bien;Informatique;Général
COH2027-1092;21;73,8 %;28,7;5;9;8;5;5;4;2;1;Assez bien;Informatique;Technologique
COH2027-1093;18;54,4 %;15,4;5;10;8;0;6;1;3;1;;Lettres;Technologique
COH2027-1094;20;44,8 %;9,6;7;11;8;1;6;1;;2;Passable;Informatique;Technologique
COH2027-1095;20;57,2 %;20,7;6;9;9;4;5;2;2;2;Passable;Informatique;Général
COH2027-1096;20;53,5 %;1,2;3;10;7;1;7;1;1;1;Assez bien;Informatique;Technologique
COH2027-1097;19;66,6 %;19,2;7;10;7;2;5;1;2;1;Assez bien;Gestion;Général
COH2027-1098;20;79,2 %;28,8;3;13;13;9;7;4;4;2;Passable;Informatique;Général
COH2027-1099;21;47,8 %;19,4;7;9;7;3;5;2;2;;Très bien;Gestion;Technologique
COH2027-1100;19;68,4 %;19,8;6;9;9;7;5;4;3;2;Bien;STAPS;Technologique
COH2027-1101;25;67,9 %;26,6;6;12;12;2;6;2;2;2;Passable;Informatique;Général
COH2027-1102;20;51,2 %;9,8;8;10;8;1;5;2;1;1;Assez bien;Droit;Général
COH2027-1103;18;59,6 %;30,9;10;13;10;2;6;2;3;;Très bien;Informatique;Général
COH2027-1104;22;68,2 %;29,0;5;9;8;9;5;2;2;4;Passable;Informatique;Professionnel
COH2027-1105;18;65,3 %;27,2;8;12;12;1;6;1;1;2;Assez bien;Informatique;Technologique
COH2027-1106;22;42,7 %;17,4;6;10;7;2;6;1;1;2;Passable;Informatique;Professionnel
COH2027-1107;22;60,3 %;20,2;4;12;8;1;5;1;2;1;Passable;Informatique;Général
